userId,movieId,rating,timestamp
268,81847,4.0,1314911569
270,6283,4.5,1469306790
272,81847,2.0,1453588596
275,81847,5.0,1351543373
275,86000,4.5,1386885137
279,434,3.0,838231315
288,434,1.0,845862204
288,497,3.0,845862722
292,434,3.0,1140051158
293,497,4.0,1064615947
294,497,5.0,1047071673
294,901,3.5,1055279057
294,1858,2.5,1054068548
294,2094,3.0,1054068462
294,3936,3.5,1119922968
295,434,4.0,1100132341
298,6283,5.0,1447367732
305,434,3.0,947402392
306,278,2.0,939719150
306,901,3.0,940246806
311,434,3.0,898008016
311,901,2.0,897491316
311,921,3.0,898008327
311,2094,3.5,1094585650
315,497,4.0,1046663943
330,497,4.0,948575236
344,434,3.0,850725624
344,497,5.0,850726472
352,6283,4.0,1420522122
353,434,1.5,1137112928
353,6283,2.5,1142770255
353,8340,3.5,1125833503
354,497,5.0,846062533
355,434,3.5,1130105691
358,434,2.0,957534758
358,921,5.0,957480121
358,1487,4.0,957481419
363,901,4.0,942345172
363,2094,4.0,942346590
369,434,3.0,847465462
373,921,4.0,939035640
375,434,3.0,845491901
380,81847,4.0,1302650383
382,81847,5.0,1371772695
384,434,4.0,1153762441
385,434,3.0,836679046
387,901,5.0,974670228
388,434,4.0,946521750
388,1996,3.0,946531516
389,434,5.0,829492315
390,434,3.0,867076010
391,497,4.0,891533092
393,497,4.0,1058471850
396,434,3.0,834998293
396,497,5.0,839252831
397,6283,4.0,1268905068
399,434,2.0,841562212
400,434,3.0,840205118
402,6283,4.0,1443394890
402,81847,4.5,1443394829
405,434,1.0,1097696670
408,2094,3.0,933115845
409,434,4.0,831090605
415,434,3.0,848984796
416,434,3.0,841446655
418,434,3.5,1132178314
420,497,4.0,892821791
421,434,2.0,835170070
430,497,1.5,1111488818
431,497,5.0,1165548800
434,497,4.0,886376394
439,2094,3.0,1041114465
444,3936,3.0,975088236
447,434,3.0,832492847
449,434,3.0,836907459
452,278,2.0,976422760
452,921,3.0,976421580
452,2094,2.5,1077115620
460,434,1.5,1072838174
460,497,5.0,1072838843
461,434,1.5,1091958494
461,497,3.0,1091958698
461,2094,2.5,1091959581
464,434,4.0,829912557
466,497,5.0,945140540
468,434,2.5,1296195806
468,497,3.0,1296197502
468,8340,3.0,1296201577
472,497,2.0,939071750
480,434,4.0,1272668563
481,6283,5.0,1437005617
487,497,5.0,832838523
493,497,2.0,954685229
496,434,4.0,834059827
500,497,3.5,1228963385
501,81847,2.5,1299472394
503,81847,1.0,1432367056
505,921,3.0,1340412442
509,434,2.0,940016257
509,497,3.0,1093295668
510,921,4.0,948952698
513,434,3.0,843771830
514,497,3.0,853893961
514,921,3.0,854116044
516,278,3.0,844687769
517,434,5.0,846449907
518,434,4.0,945369889
518,1487,3.0,945362334
518,2094,4.0,945369971
523,434,3.5,1202234873
527,434,1.0,1281233832
529,434,2.0,960265249
529,497,4.0,959965517
529,921,5.0,959964763
533,2094,3.0,965315177
534,434,4.0,973358231
535,434,2.0,838630544
536,278,3.0,829471721
536,434,4.0,829471720
537,497,5.0,879502926
537,901,5.0,879503164
537,921,5.0,879520789
545,497,4.0,938568260
547,434,1.5,1076809439
547,921,4.0,974780397
547,1487,2.5,1119491588
547,7182,3.0,1192841830
548,434,3.0,857406875
548,497,3.0,857406302
554,1996,1.0,1012751093
555,497,3.0,842283909
556,434,4.0,842019723
559,497,5.0,917732299
563,6283,4.0,1402998955
564,278,5.0,974837231
564,434,4.0,974839204
564,497,3.0,974832897
564,901,4.0,974714165
564,921,5.0,974832595
564,1487,3.0,974842401
564,1996,1.0,974710177
564,3936,4.0,974714208
568,434,5.0,835002275
571,2094,2.0,1334342384
575,497,5.0,1012593579
575,901,4.0,1012594925
575,921,3.0,1012596017
577,434,3.5,1111475327
577,497,5.0,1111550558
580,434,2.0,1245423895
580,2094,2.5,1167163265
580,6283,3.5,1165290947
584,434,2.5,1276156876
585,901,4.0,975363236
585,921,4.0,975362967
585,3936,4.0,975361291
588,434,3.0,842298126
589,434,3.0,836109588
590,434,4.0,848677432
593,434,3.0,835463471
593,497,5.0,840995910
596,434,3.0,1138877018
597,497,4.0,940707828
597,2094,4.0,940707609
599,81847,5.0,1306109438
600,81847,5.0,1431956365
601,6283,3.5,1270254547
602,434,1.0,842358610
602,497,5.0,842358610
607,434,3.5,1113319845
608,1858,3.0,939362108
609,1539,1.0,1029869914
609,3936,1.0,1029869519
614,1858,4.0,1010620243
619,434,3.0,831921853
620,901,3.5,1455532934
620,81847,4.0,1455531567
624,434,3.0,1019124800
624,2094,3.0,1019133056
624,85025,2.0,1338657549
638,2094,3.0,1307558444
641,434,3.0,834636305
646,1858,3.0,953447173
646,2094,5.0,953448527
649,434,4.0,834424744
649,497,4.0,834425221
652,2094,5.0,1439581090
654,434,4.0,1145391885
654,2094,4.0,1145393033
658,497,5.0,941488905
659,497,4.0,834694545
660,81847,4.5,1436681277
662,434,3.0,839022237
665,1487,3.0,995233507
666,434,2.0,838920895
